date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:11	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://getxitox.com/go/purchase4.php)
21:36:12	324/324	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:17%20GMT	https://cdn.truegcloud.com/Xitox/DTC/favicon.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/Xitox/DTC/favicon.png	(from https://getxitox.com/go/purchase4.php)
21:36:12	13724/13724	---M-Z	200	added ('OK')	text/css	etag:%22359c-63f9a1dfe9140-gzip%22	https://getxitox.com/css/DTC-css.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/DTC-css.css	(from https://getxitox.com/go/purchase4.php)
21:36:13	1760/1760	---M-Z	200	added ('OK')	text/css	etag:%226e0-63f9a1dfe9140-gzip%22	https://getxitox.com/css/DTC-slick.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/DTC-slick.css	(from https://getxitox.com/go/purchase4.php)
21:36:13	2841/2841	---M-Z	200	added ('OK')	text/css	etag:%22b19-63f9a1dfe9140-gzip%22	https://getxitox.com/css/DTC-slick-theme.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/DTC-slick-theme.css	(from https://getxitox.com/go/purchase4.php)
21:36:13	2219/2219	---M-Z	200	added ('OK')	text/css	etag:%228ab-63f9a1dfe9140-gzip%22	https://getxitox.com/css/DTC-animation.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/DTC-animation.css	(from https://getxitox.com/go/purchase4.php)
21:36:13	30583/30583	---M-Z	200	added ('OK')	text/css	etag:%227777-63f9a1dfe9140-gzip%22	https://getxitox.com/css/DTC-style.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/DTC-style.css	(from https://getxitox.com/go/purchase4.php)
21:36:14	542/542	---M-Z	200	added ('OK')	text/css	etag:%2221e-63f9a1dfe9140-gzip%22	https://getxitox.com/css/dtc-style-new.css	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/css/dtc-style-new.css	(from https://getxitox.com/go/purchase4.php)
21:36:14	369637/369637	---M--	200	added ('OK')	image/png	etag:%22546609d23423151f889c62606e574b7a%22	https://cdn.truegcloud.com/levitox/DTC/spec-bg2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/spec-bg2.png	(from https://getxitox.com/go/purchase4.php)
21:36:15	296/296	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:20%20GMT	https://cdn.truegcloud.com/Xitox/DTC/orderList-1.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/Xitox/DTC/orderList-1.12.delayed	(from https://getxitox.com/go/purchase4.php)
21:36:16	328/328	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:20%20GMT	https://cdn.truegcloud.com/Xitox/DTC/orderList-2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/Xitox/DTC/orderList-2.png	(from https://getxitox.com/go/purchase4.php)
21:36:16	296/296	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:21%20GMT	https://cdn.truegcloud.com/Xitox/DTC/orderList-3.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/Xitox/DTC/orderList-3.png	(from https://getxitox.com/go/purchase4.php)
21:36:17	296/296	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:21%20GMT	https://cdn.truegcloud.com/Xitox/DTC/orderList-4.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/Xitox/DTC/orderList-4.png	(from https://getxitox.com/go/purchase4.php)
21:36:17	19029/19029	---M--	200	added ('OK')	binary/octet-stream	etag:%22dacab68cf5d207eae07f86920d7dd6f8%22	https://cdn.truegcloud.com/xanoburn/images/atc/atc-shippingribbon.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xanoburn/images/atc/atc-shippingribbon.png	(from https://getxitox.com/go/purchase4.php)
21:36:17	122588/122588	---M--	200	added ('OK')	binary/octet-stream	etag:%220309e6db36ce8a5455d430f527188387%22	https://cdn.truegcloud.com/xanoburn/images/atc/atc-guarantee.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xanoburn/images/atc/atc-guarantee.png	(from https://getxitox.com/go/purchase4.php)
21:36:17	172664/172664	---M--	200	added ('OK')	image/png	etag:%22fdba8566b7ba47dadc273efc8fd9ec4e%22	https://cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-1.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-1.png	(from https://getxitox.com/go/purchase4.php)
21:36:18	249257/249257	---M--	200	added ('OK')	image/png	etag:%22106bcc0806e3bf5ff18ed5c6b102aa30%22	https://cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-6.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-6.png	(from https://getxitox.com/go/purchase4.php)
21:36:18	126504/126504	---M--	200	added ('OK')	image/png	etag:%22f1d7147b6e9dae950a19113c21e723a4%22	https://cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-3%20(v3).png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-3%20(v3).png	(from https://getxitox.com/go/purchase4.php)
21:36:18	18590/18590	---M--	200	added ('OK')	binary/octet-stream	etag:%22ddb653e07719555090dba1ea161e028f%22	https://cdn.truegcloud.com/xanoburn/images/atc/atc-bg.jpg	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xanoburn/images/atc/atc-bg.jpg	(from https://getxitox.com/go/purchase4.php)
21:36:18	24580/24580	---M--	200	added ('OK')	image/png	etag:%222d1c15666b2c986516b563c8e88da03b%22	https://cdn.truegcloud.com/levitox/DTC/people.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/people.png	(from https://getxitox.com/go/purchase4.php)
21:36:18	195780/195780	---M--	200	added ('OK')	image/png	etag:%228a96dc693c747cad01f2bb1c53907091%22	https://cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-1%20(with%20pads).png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/xitox/bottle_graphics/Xitox-Box-500px-1%20(with%20pads).png	(from https://getxitox.com/go/purchase4.php)
21:36:19	5829/5829	---M--	200	added ('OK')	image/png	etag:%224ab09729746d78ebba448f04096221ee%22	https://cdn.truegcloud.com/levitox/DTC/doctor-mobile2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/doctor-mobile2.png	(from https://getxitox.com/go/purchase4.php)
21:36:19	2061/2061	---M--	200	added ('OK')	image/png	etag:%227330bd19a92ef4d464918929c238cc58%22	https://cdn.truegcloud.com/levitox/DTC/sign.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/sign.png	(from https://getxitox.com/go/purchase4.php)
21:36:19	1990/1990	---M--	200	added ('OK')	image/png	etag:%22df6cf6405d70e23b3838272d633748cc%22	https://cdn.truegcloud.com/levitox/DTC/slider-1.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/slider-1.png	(from https://getxitox.com/go/purchase4.php)
21:36:19	1126/1126	---M--	200	added ('OK')	image/png	etag:%22a2657fec24571411432e162fe0358e82%22	https://cdn.truegcloud.com/levitox/DTC/stars.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/stars.png	(from https://getxitox.com/go/purchase4.php)
21:36:20	1935/1935	---M--	200	added ('OK')	image/png	etag:%2233c99dceefb3c14600427ab504a27158%22	https://cdn.truegcloud.com/levitox/DTC/slider-2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/slider-2.png	(from https://getxitox.com/go/purchase4.php)
21:36:20	2191/2191	---M--	200	added ('OK')	image/png	etag:%221a12083644a6cd39c506ce6bc8edb7ce%22	https://cdn.truegcloud.com/levitox/DTC/slider-3.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/slider-3.png	(from https://getxitox.com/go/purchase4.php)
21:36:20	2075/2075	---M--	200	added ('OK')	image/png	etag:%2216e759516924ba57416bf09437078c31%22	https://cdn.truegcloud.com/levitox/DTC/slider-4.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/slider-4.png	(from https://getxitox.com/go/purchase4.php)
21:36:20	18384/18384	---M--	200	added ('OK')	image/png	etag:%2286596e58694fe751bc0e74ef3a60986a%22	https://cdn.truegcloud.com/nutonen/footer-logo.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/nutonen/footer-logo.png	(from https://getxitox.com/go/purchase4.php)
21:36:21	88144/88144	---M-Z	200	added ('OK')	application/javascript	etag:%2215850-63f9a1dfe9140-gzip%22	https://getxitox.com/js/jquery.min.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/js/jquery.min.js	(from https://getxitox.com/go/purchase4.php)
21:36:21	78635/78635	---M-Z	200	added ('OK')	application/javascript	etag:%221332b-63f9a1dfe9140-gzip%22	https://getxitox.com/js/skeleton.bundle.min.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/js/skeleton.bundle.min.js	(from https://getxitox.com/go/purchase4.php)
21:36:21	5535/5535	---M-Z	200	added ('OK')	application/javascript	etag:%22159f-63f9a1dfe9140-gzip%22	https://getxitox.com/js/slidereveal.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/js/slidereveal.js	(from https://getxitox.com/go/purchase4.php)
21:36:21	53993/53993	---M-Z	200	added ('OK')	application/javascript	etag:%22d2e9-63f9a1dfe9140-gzip%22	https://getxitox.com/js/slick.min.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/js/slick.min.js	(from https://getxitox.com/go/purchase4.php)
21:36:22	3284/3284	---M-Z	200	added ('OK')	application/javascript	etag:%22cd4-63f9a1dfe9140-gzip%22	https://getxitox.com/js/animation.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/js/animation.js	(from https://getxitox.com/go/purchase4.php)
21:36:22	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:27%20GMT	https://getxitox.com/go/a	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/a	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:22	294/294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:28%20GMT	https://getxitox.com/go/signals/config/	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:22	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:28%20GMT	https://getxitox.com/go/POST	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/POST	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:23	295/295	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:28%20GMT	https://getxitox.com/go/signals/plugins/	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:23	293/293	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:28%20GMT	https://getxitox.com/go/b.resolvedLink	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:23	290/290	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:28%20GMT	https://getxitox.com/go/schema.org/	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:23	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:29%20GMT	https://getxitox.com/go/d	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/d	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:24	290/290	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:29%20GMT	https://getxitox.com/signals/iwl.js	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:24	290/290	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:29%20GMT	https://getxitox.com/signals/iwl.js?pixel_id=	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:24	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:29%20GMT	https://getxitox.com/go/c.dl	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:24	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Sep%202025%2016:36:30%20GMT	https://getxitox.com/go/c.rl	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/getxitox.com/go/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
21:36:25	318/318	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2025%20Sep%202025%2016:36:30%20GMT	https://cdn.truegcloud.com/levitox/DTC/ajax-loader.gif	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/ajax-loader.gif	(from https://getxitox.com/css/DTC-slick-theme.css)
21:36:26	201320/201320	---M--	200	added ('OK')	image/jpeg	etag:%2278c0a0202578e35bacea8cbca58a9136%22	https://cdn.truegcloud.com/levitox/DTC/order-bg.jpg	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/order-bg.jpg	(from https://getxitox.com/css/DTC-style.css)
21:36:26	62560/62560	---M--	200	added ('OK')	image/png	etag:%2218d4474534993e0a2123727f818eac3e%22	https://cdn.truegcloud.com/levitox/DTC/pest-item1.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item1.png	(from https://getxitox.com/css/DTC-style.css)
21:36:26	56082/56082	---M--	200	added ('OK')	image/png	etag:%22d767d14afbca77ee0f4bbe2d0b07e4a4%22	https://cdn.truegcloud.com/levitox/DTC/pest-item2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item2.png	(from https://getxitox.com/css/DTC-style.css)
21:36:26	65686/65686	---M--	200	added ('OK')	image/png	etag:%22f30cef0b66a5d73ade0cdb2b35315081%22	https://cdn.truegcloud.com/levitox/DTC/pest-item3.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item3.png	(from https://getxitox.com/css/DTC-style.css)
21:36:26	55736/55736	---M--	200	added ('OK')	image/png	etag:%22b94ae657b29f7f6140fc95ebdc68b3b6%22	https://cdn.truegcloud.com/levitox/DTC/pest-item4.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item4.png	(from https://getxitox.com/css/DTC-style.css)
21:36:27	57739/57739	---M--	200	added ('OK')	image/png	etag:%22f95754287f28d80daf36016cde1ea979%22	https://cdn.truegcloud.com/levitox/DTC/pest-item5.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item5.png	(from https://getxitox.com/css/DTC-style.css)
21:36:27	64745/64745	---M--	200	added ('OK')	image/png	etag:%229c60a1418483e9a1a36d0a46eab5d7df%22	https://cdn.truegcloud.com/levitox/DTC/pest-item6.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/pest-item6.png	(from https://getxitox.com/css/DTC-style.css)
21:36:27	1476/1476	---M--	200	added ('OK')	image/png	etag:%229fbf868265a515fac882f5642ea59516%22	https://cdn.truegcloud.com/levitox/DTC/notice.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/notice.png	(from https://getxitox.com/css/DTC-style.css)
21:36:27	316333/316333	---M--	200	added ('OK')	image/png	etag:%22d4fff1a5e8d69ce351ac189e225a1364%22	https://cdn.truegcloud.com/levitox/DTC/everywhere-bg.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/everywhere-bg.png	(from https://getxitox.com/css/DTC-style.css)
21:36:27	63966/63966	---M--	200	added ('OK')	image/png	etag:%2296146a77916874005dfabf8ff5ecabc8%22	https://cdn.truegcloud.com/levitox/DTC/every1.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every1.png	(from https://getxitox.com/css/DTC-style.css)
21:36:28	82072/82072	---M--	200	added ('OK')	image/png	etag:%223ef8ee3073473a14330da40ff8e853a4%22	https://cdn.truegcloud.com/levitox/DTC/every2.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every2.png	(from https://getxitox.com/css/DTC-style.css)
21:36:28	71433/71433	---M--	200	added ('OK')	image/png	etag:%22659394612081ea999de57f5867708c8e%22	https://cdn.truegcloud.com/levitox/DTC/every3.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every3.png	(from https://getxitox.com/css/DTC-style.css)
21:36:28	52985/52985	---M--	200	added ('OK')	image/png	etag:%221bed1b86a8f15ef199ae79f4b214dd62%22	https://cdn.truegcloud.com/levitox/DTC/every4.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every4.png	(from https://getxitox.com/css/DTC-style.css)
21:36:28	76984/76984	---M--	200	added ('OK')	image/png	etag:%22bbc599309e61ce92f413632bde5bda91%22	https://cdn.truegcloud.com/levitox/DTC/every5.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every5.png	(from https://getxitox.com/css/DTC-style.css)
21:36:29	58642/58642	---M--	200	added ('OK')	image/png	etag:%226091e71df45ba6087fb5b9b51d179bea%22	https://cdn.truegcloud.com/levitox/DTC/every6.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/every6.png	(from https://getxitox.com/css/DTC-style.css)
21:36:29	343645/343645	---M--	200	added ('OK')	image/png	etag:%2263f3ccca636e7f42a0b1208328aaaaa8%22	https://cdn.truegcloud.com/levitox/DTC/rescue-bg.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/rescue-bg.png	(from https://getxitox.com/css/DTC-style.css)
21:36:30	1020374/1020374	---M--	200	added ('OK')	image/png	etag:%22469bba00ce3e39ba094601967171d217%22	https://cdn.truegcloud.com/levitox/DTC/effect-bg.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/effect-bg.png	(from https://getxitox.com/css/DTC-style.css)
21:36:30	2532/2532	---M--	200	added ('OK')	image/png	etag:%22ca3bb0558b83eacd9c58c8813490c076%22	https://cdn.truegcloud.com/levitox/DTC/alarm-bg.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/alarm-bg.png	(from https://getxitox.com/css/DTC-style.css)
21:36:30	622/622	---M--	200	added ('OK')	image/png	etag:%22d4e61f8707c10009155daae0e530c181%22	https://cdn.truegcloud.com/levitox/DTC/alarm-before.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/alarm-before.png	(from https://getxitox.com/css/DTC-style.css)
21:36:30	1669783/1669783	---M--	200	added ('OK')	image/png	etag:%22f22df256bbec51545e1a0b4d45e430d5%22	https://cdn.truegcloud.com/levitox/DTC/spec-bg.png	C:/Users/SADAQAT%20ALI%20NESTER/Desktop/TSL3/cdn.truegcloud.com/levitox/DTC/spec-bg.png	(from https://getxitox.com/css/DTC-style.css)
